ELS28-2606;ELS28-2606_T;41.2000
ELS25-2439;ELS25-2439_T;36.0500
0986474220;0986474220_T;40.0000
RMD04020045;RMD04020045_T;200.0000
KS01001037;KS01001037_T;711.1100
211525;211525_T;28.7500
0986083250;0986083250_T;22.2200
ELS82-1985;ELS82-1985_T;24.2000
002-002-001171R;002-002-001171R_T;134.9300
ELS29-0640;ELS29-0640_T;51.5000
PA53039700057;PA53039700057_T;48.4100
0986048960;098604896090;47.6800
0700 600 012;0700 600 012_T;110.0000
ELS28-2763;ELS28-2763_T;51.5000
ELS28-3738;ELS28-3738_T;51.5000
ELS25-4017;ELS25-4017_T;103.0000
VAL433450;VAL433450_T;41.6200
VAL440096;VAL440096_T;83.2300
HRD383;HRD383_T;52.0200
TG7002732;CG7002732;51.3000
ELS86-0981;ELS86-0981_T;33.0000
TG7737211;TG7737211_T;92.7000
55-0227R;55-0227R_T;8.3200
0986024320;0986024320_T;88.8900
ELS28-5675;ELS28-5675_T;61.8000
MGR-180R;MGR-180R_T;9.5400
ELS83-0603;ELS83-0603_T;38.5000
002-003-002030R;002-003-002030R_T;62.8300
VAL436679;VAL436679_T;41.6200
ELS83-2811;ELS83-2811_T;49.5000
ELS87-2463;ELS87-2463_T;33.0000
ELS26-0216;ELS26-0216_T;25.7500
0986020121;0986020121_T;44.4400
PA53039700011;PA53039700011_T;48.4100
ELS73-0188;ELS73-0188_T;25.7500
0986135317;098613531790;28.6100
ELS25-0413;ELS25-0413_T;51.5000
ELS25-1467;ELS25-1467_T;10.3000
ELS87-0435;ELS87-0435_T;24.2000
STA0457R;STA0457R_T;8.3200
VAL458790;VAL458790_T;41.6200
0986474708;098647470890;27.6400
003-002-000008R;003-002-000008R_T;126.6900
0986441501;0986441501_T;88.8900
0986440066;0986440066_T;177.7800
003-001-001332R;003-001-001332R_T;108.1500
ELS19-0570;ELS19-0570_T;77.2500
ELS26-1144;ELS26-1144_T;10.3000
ELS28-3761;ELS28-3761_T;15.4500
ELS86-2052;ELS86-2052_T;38.5000
ELS86-2602;ELS86-2602_T;77.0000
PA53039700023;PA53039700023_T;32.9600
JER162_OUT01;JER162_T;206.0000
24.3481-1777.5;24.3481-1777.5_T;33.0000
BHZ916E;BHZ916E_T;30.9000
ELS86-2845;ELS86-2845_T;66.0000
ELS11-0343;03-00089-C;85.5000
TK54399700021;CK54399700021;68.4000
ELS48-4979;ELS48-4979_T;103.0000
PA7559632;PA7559632_T;113.3000
ELS83-0522;ELS83-0522_T;55.0000
24.6238-7025.5;24.6238-7025.5_T;82.5000
003-001-001168R;003-001-001168R_T;108.1500
24.3541-1760.5;24.3541-1760.5_T;38.5000
851016413;851016413_T;236.9000
TG7741932;CG7741932;119.7000
0986430042;098643004290;19.0700
ELS25-2457;ELS25-2457_T;103.0000
214064;214064_T;28.7500
TG7583525;TG7583525_T;108.1500
TG7098381;TG7098381_T;77.2500
ELS25-5162;ELS25-5162_T;36.0500
ELS28-6774;ELS28-6774_T;51.5000
BHS1317E;BHS1317E_T;5.1500
BHS1410E;BHS1410E_T;30.9000
003-001-003143R;003-001-003143R_T;108.1500
RMD01020030;RMD01020030_T;300.0000
KS01001507;KS01001507_T;66.6700
ELS25-2014;ELS25-2014_T;10.3000
0986280223;0986280223_T;13.3300
002-003-002053R;002-003-002053R_T;66.9500
ELS28-5840;ELS28-5840_T;103.0000
0986011290;0986011290_T;22.2200
ELS86-2331;ELS86-2331_T;22.0000
2119144;2119144_T;28.7500
ELS28-1760WP;ELS28-1760WP_T;25.7500
ELS28-1856;ELS28-1856_T;25.7500
ELS28-1768;ELS28-1768_T;30.1500
213431;213431_T;28.7500
ELS83-0503;ELS83-0503_T;24.2000
VAL455937;VAL455937_T;41.6200
BHZ541E;BHZ541E_T;30.9000
ELS25-4382;ELS25-4382_T;77.2500
ELS15-1385;ELS15-1385_T;51.5000
0986042161;0986042161_T;44.4400
ELS51-0483;ELS51-0483_T;30.9000
ELS82-2472;ELS82-2472_T;22.0000
RMD01030017;RMD01030017_T;160.0000
24.4544-0022.5;24.4544-0022.5_T;49.5000
TO03F145701L;CO03F145701L;85.5000
0986435094;0986435094_T;44.4400
STA0593R;STA0593R_T;8.3200
0986036311;0986036311_T;4.4400
ELS83-1997;ELS83-1997_T;24.2000
0986016660;0986016660_T;44.4400
212629;212629_T;28.7500
ELS28-2750;ELS28-2750_T;51.5000
213641;213641_T;28.7500
0986280214;0986280214_T;13.3300
ELS26-0082;ELS26-0082_T;25.7500
ELS25-2270;ELS25-2270_T;20.6000
ELS28-5653;ELS28-5653_T;51.5000
0986473983;0986473983_T;40.0000
ELS45-1271;ELS45-1271_T;77.2500
ELS83-0355;ELS83-0355_T;38.5000
0986444009;0986444009_T;266.6700
RMD02030029;RMD02030029_T;200.0000
TIRHF5VIAW;CIRHF5VIAW;34.2000
2133146;2133146_T;28.7500
2123126;2123126_T;28.7500
PA7755171;PA7755171_T;97.8500
ELS25-3310;ELS25-3310_T;51.5000
0986441569;098644156990;95.3500
0986435012;0986435012_T;44.4400
0986020190;0986020190_T;44.4400
0986441569;0986441569_T;88.8900
ELS86-2107;ELS86-2107_T;38.5000
PARHF5VICF;PARHF5VICF_T;46.3500
ELS87-2229;ELS87-2229_T;24.2000
ELS28-3632;ELS28-3632_T;51.5000
0986041300;0986041300_T;22.2200
002-002-000409R;002-002-000409R_T;112.2700
0986441512;0986441512_T;88.8900
BHR223E;BHR223E_T;30.9000
KS01000185;KS01000185_T;97.7800
BHX164E;BHX164E_T;5.1500
003-001-004380R;003-001-004380R_T;154.5000
ELS51-0842;ELS51-0842_T;77.2500
213334;213334_T;28.7500
ELS14-0929;ELS14-0929_T;41.2000
ELS17-0770_OUT01;ELS17-0770_T;103.0000
ELS25-1421;ELS25-1421_T;87.5500
C5742Z;C5742Z_T;13.6200
0986444947;0986444947_T;44.4400
ELS87-1267;ELS87-1267_T;38.5000
ELS87-0674;ELS87-0674_T;24.2000
HRD387;HRD387_T;52.0200
ELS12-0756;03-00727-C;114.0000
ELS82-0106;ELS82-0106_T;24.2000
ELS15-1374;ELS15-1374_T;77.2500
211033;211033_T;28.7500
0986018040;0986018040_T;44.4400
ELS87-1904;ELS87-1904_T;38.5000
0986435097;0986435097_T;44.4400
VAL437763;VAL437763_T;83.2300
RMD02030129;RMD02030129_T;200.0000
213519;213519_T;28.7500
ELS48-3771;ELS48-3771_T;77.2500
ELS87-2429;ELS87-2429_T;33.0000
213766;213766_T;28.7500
0986435422;0986435422_T;44.4400
ELS83-0534;ELS83-0534_T;33.0000
C5865Z;C5865Z_T;13.6200
ELS83-1914;ELS83-1914_T;24.2000
ELS51-0635;ELS51-0635_T;30.9000
24.3401-1711.5;24.3401-1711.5_T;38.5000
ELS27-0553;ELS27-0553_T;5.1500
ELS87-0970;ELS87-0970_T;38.5000
851025309;851025309_T;56.6500
ELS51-0421;ELS51-0421_T;51.5000
ELS71-0118;ELS71-0118_T;25.7500
ELS25-3453;ELS25-3453_T;77.2500
ELS28-1662;ELS28-1662_T;4.1200
ELS83-1389;ELS83-1389_T;33.0000
0986047330;0986047330_T;22.2200
24.3347-1714.5;24.3347-1714.5_T;16.5000
ELS83-2748;ELS83-2748_T;38.5000
003-002-001210R;003-002-001210R_T;170.9800
213323;213323_T;28.7500
ELS25-2355;ELS25-2355_T;51.5000
213760;213760_T;28.7500
ELS25-2185;ELS25-2185_T;20.6000
ELS28-4731;ELS28-4731_T;61.8000
ELS28-4935;ELS28-4935_T;4.1200
ELS82-2431;ELS82-2431_T;77.0000
24.6238-1703.7;24.6238-1703.7_T;82.5000
ELS73-0289;ELS73-0289_T;25.7500
BHW336E;BHW336E_T;5.1500
VAL440427;VAL440427_T;41.6200
ELS11-0804;03-00709-C;114.0000
213043;213043_T;28.7500
PA7697082;PA7697082_T;113.3000
ELS25-4443;ELS25-4443_T;77.2500
BHV121E;BHV121E_T;5.1500
ELS51-1096;ELS51-1096_T;51.5000
ELS12-0588;ELS12-0588_T;125.6600
213347;213347_T;28.7500
KS01000580;KS01000580_T;66.6700
ELS28-2934;ELS28-2934_T;25.7500
ELS87-0703;ELS87-0703_T;33.0000
ELS28-5558;ELS28-5558_T;103.0000
PA1720130030;PA1720130030_T;97.8500
BHR135E;BHR135E_T;30.9000
BHV122E;BHV122E_T;5.1500
ELS51-0938;ELS51-0938_T;41.2000
ELS28-2524;ELS28-2524_T;25.7500
KS01000629;KS01000629_T;66.6700
0986441561;0986441561_T;88.8900
ELS83-1734;ELS83-1734_T;55.0000
0986135325;0986135325_T;26.6700
0986135375;098613537590;42.9100
0986435507;0986435507_T;88.8900
ELS28-5937;ELS28-5937_T;123.6000
ELS28-6743;ELS28-6743_T;51.5000
VAL436700;VAL436700_T;41.6200
851021405;851021405_T;236.9000
ELS86-2470LM;ELS86-2470LM_T;33.0000
0986473433;098647343390;27.6400
ELS25-1344;ELS25-1344_T;10.3000
ELS28-1553;ELS28-1553_T;10.3000
002-002-000403R;002-002-000403R_T;134.9300
ELS83-0485;ELS83-0485_T;24.2000
KS01000403;KS01000403_T;97.7800
KS01000236;KS01000236_T;97.7800
0986441556;0986441556_T;88.8900
002-003-001517R;002-003-001517R_T;66.9500
VAL433448;VAL433448_T;41.6200
BHX471E;BHX471E_T;5.1500
ELS48-2740;ELS48-2740_T;51.5000
ELS83-0825;ELS83-0825_T;33.0000
24.3541-1769.5;24.3541-1769.5_T;16.5000
BHS1418E;BHS1418E_T;30.9000
BHN1077E;BHN1077E_T;5.1500
851021407;851021407_T;236.9000
0986081780;098608178090;23.8400
2123180;2123180_T;28.7500
KS01000627;KS01000627_T;97.7800
0986029150;0986029150_T;22.2200
ELS87-1782;ELS87-1782_T;24.2000
STA0642R;STA0642R_T;8.3200
BHX191E;BHX191E_T;5.1500
BHX225E;BHX225E_T;5.1500
0986474703;098647470390;18.4200
ELS83-2151;ELS83-2151_T;38.5000
ELS26-2133;ELS26-2133_T;10.3000
ELS25-3239;ELS25-3239_T;103.0000
ELS11-1302;ELS11-1302_T;175.1000
ELS51-0131;ELS51-0131_T;30.9000
003-002-004526R;003-002-004526R_T;156.5600
2145242;2145242_T;28.7500
ELS25-4039;ELS25-4039_T;103.0000
2147277;2147277_T;28.7500
BHS1413E;BHS1413E_T;30.9000
HRD628;HRD628_T;52.0200
ELS82-0877;ELSTOCKREG30;35.4000
0986036471;0986036471_T;22.2200
ELS28-1532;ELS28-1532_T;25.7500
0986015320;0986015320_T;22.2200
VAL440453;VAL440453_T;83.2300
BHW416E;BHW416E_T;30.9000
BHN138E;BHN138E_T;5.1500
ELS15-0297;04-00330-C;17.1000
ELS25-5156;ELS25-5156_T;77.2500
0986040681;0986040681_T;22.2200
ELS28-4797;ELS28-4797_T;30.9000
ELS82-0747;ELS82-0747_T;24.2000
ELS83-0129;ELS83-0129_T;24.2000
ELS11-0704;ELS11-0704_T;176.1300
ELS87-2480;ELS87-2480_T;55.0000
213531;213531_T;28.7500
ELS86-1328;ELS86-1328_T;38.5000
ELS82-1484;ELS82-1484_T;38.5000
RMD01020046;RMD01020046_T;300.0000
211980;211980_T;28.7500
ELS28-1828;ELS28-1828_T;30.9000
24.3387-1736.5;24.3387-1736.5_T;49.5000
VAL437334;VAL437334_T;41.6200
GAT3V710/119J1800/11;GAT3V710/119J1800/11;221.3100
TG7146524;CG7146524;85.5000
219305;219305_T;28.7500
ELS28-2738;ELS28-2738_T;51.5000
ELS25-2147;ELS25-2147_T;51.5000
0986280219;0986280219_T;13.3300
0986473252;0986473252_T;40.0000
003-001-001393R;003-001-001393R_T;108.1500
RMD01020239;RMD01020239_T;200.0000
0986435182;0986435182_T;44.4400
ELS87-0713;ELS87-0713_T;33.0000
STA0334R;STA0334R_T;8.3200
PA1720117040;PA1720117040_T;92.7000
ELS51-0854_OUT01;ELS51-0854_T;51.5000
0986045350;0986045350_T;88.8900
BHV613E;BHV613E_T;30.9000
HRD661;HRD661_T;52.0200
003-002-001009R;003-002-001009R_T;108.1500
PA7155682;PA7155682_T;81.3700
212580;212580_T;28.7500
ELS86-1929;ELS86-1929_T;33.0000
ELS27-2974;ELS27-2974_T;25.7500
002-003-000004R;002-003-000004R_T;62.8300
MGR-126R;MGR-126R_T;9.5400
ELS86-1719;ELS86-1719_T;33.0000
ELS11-0575;03-00538-C;139.0800
TG7086184;CG7086184;85.5000
2125177;2125177_T;28.7500
ELS28-1992;ELS28-1992_T;25.7500
ELS28-2601;ELS28-2601_T;36.0500
002-002-000557R;002-002-000557R_T;134.9300
ELS28-5745;ELS28-5745_T;51.5000
ELS83-0311;ELS83-0311_T;38.5000
KS01000447;KS01000447_T;97.7800
TG7168852;CG7168852;85.5000
2123111;2123111_T;28.7500
ELS28-6663;ELS28-6663_T;41.2000
ELS83-0962;ELS83-0962_T;24.2000
VAL458195;VAL458195_T;41.6200
ELS87-2843;ELS87-2843_T;82.5000
TG7263725;CG7263725;102.6000
ELS25-4105;ELS25-4105_T;41.2000
0986473201;0986473201_T;26.6700
ELS28-4748;ELS28-4748_T;77.2500
0986437097;0986437097_T;88.8900
BHS214E;BHS214E_T;30.9000
ELS28-3922;ELS28-3922_T;61.8000
0986039460;0986039460_T;44.4400
24.3571-9756.5;24.3571-9756.5_T;38.5000
ELS82-0177-1;ELS82-0177-1_T;33.0000
RMD01010306;RMD01010306_T;100.0000
0986034560;0986034560_T;44.4400
0986020890;0986020890_T;44.4400
ELS73-0350;ELS73-0350_T;25.7500
ELS28-3952;ELS28-3952_T;77.2500
ELS28-1812;ELS28-1812_T;51.5000
55-0135R;55-0135R_T;8.3200
KS01000697;KS01000697_T;66.6700
ELS28-4725;ELS28-4725_T;51.5000
STA8010R;STA8010R_T;45.7800
002-002-000130R;002-002-000130R_T;101.9700
ELS25-1432;ELS25-1432_T;51.5000
ELS86-1834;ELS86-1834_T;24.2000
ELS28-5882;ELS28-5882_T;77.2500
ELS83-0749;ELS83-0749_T;38.5000
0986025300;0986025300_T;44.4400
KS01000379;KS01000379_T;97.7800
0986474785;098647478590;27.6400
212540;212540_T;28.7500
0986034010;0986034010_T;44.4400
TG7583512;TG7583512_T;108.1500
ELS28-0800;ELS28-0800_T;25.7500
2122154;2122154_T;28.7500
ELS86-0438;ELS86-0438_T;24.2000
ELS28-1695;ELS28-1695_T;10.3000
KS01001708;KS01001708_T;66.6700
MGR-098R;MGR-098R_T;9.5400
ELS28-5714;ELS28-5714_T;51.5000
PA54399700064;PA54399700064_T;97.8500
RMD01010014;RMD01010014_T;100.0000
ELS82-0409;ELSTOCKREG30;35.4000
TG7088672;CG7088672;34.2000
0986473313;098647331390;18.4200
0204103036;020410303690;28.6100
ELS48-2613;ELS48-2613_T;51.5000
ELS25-4148;ELS25-4148_T;41.2000
BHV683E;BHV683E_T;5.1500
003-002-001262R;003-002-001262R_T;156.5600
RMD01010079;RMD01010079_T;100.0000
ELS28-4823;ELS28-4823_T;103.0000
ELS28-2679;ELS28-2679_T;36.0500
ELS28-4840;ELS28-4840_T;51.5000
ELS28-5927;ELS28-5927_T;51.5000
0986437318;0986437318_T;88.8900
003-001-000228R;003-001-000228R_T;108.1500
2147294;2147294_T;28.7500
TK54359700012;TK54359700012_T;46.3500
ELS15-0759;ELS15-0759_T;30.9000
ELS15-0910;ELS15-0910_T;51.5000
ELS83-1547;ELS83-1547_T;38.5000
24.3541-1771.5;24.3541-1771.5_T;27.5000
BHS1027E;BHS1027E_T;5.1500
VAL458839;VAL458839_T;20.8100
ELS25-2496;ELS25-2496_T;77.2500
ELS28-1535;ELS28-1535_T;10.3000
STA0374R;STA0374R_T;8.3200
ELS86-2441;ELS86-2441_T;24.2000
VAL440035;VAL440035_T;41.6200
24.6244-1701.5;24.6244-1701.5_T;82.5000
0700 600 110;0700 600 110_T;275.0000
RMD03020014;RMD03020014_T;200.0000
2145276;2145276_T;28.7500
ELS86-1540;ELS86-1540_T;33.0000
0986473188;0986473188_T;35.5600
24.3606-1703.5;24.3606-1703.5_T;33.0000
VAL436034;VAL436034_T;41.6200
ELS86-3075;ELS86-3075_T;55.0000
RMD01020125;RMD01020125_T;200.0000
0986134204;0986134204_T;40.0000
RMD01010074;RMD01010074_T;100.0000
ELS15-0243;04-00248-C;57.0000
0986474405;098647440590;41.4500
212284;212284_T;28.7500
ELS25-1484;ELS25-1484_T;25.7500
ELS82-0138;ELS82-0138_T;24.2000
0986083900;0986083900_T;22.2200
RMD01010019;RMD01010019_T;100.0000
851010402;851010402_T;236.9000
213321;213321_T;28.7500
213529;213529_T;28.7500
ELS28-3960;ELS28-3960_T;103.0000
ELS28-4528;ELS28-4528_T;61.8000
ELS25-4413;ELS25-4413_T;51.5000
ELS25-4213;ELS25-4213_T;51.5000
002-003-001709R;002-003-001709R_T;62.8300
ELS87-2607;ELS87-2607_T;33.0000
24.3541-8530.5;24.3541-8530.5_T;33.0000
24.3521-1710.5;24.3521-1710.5_T;27.5000
0986135315;0986135315_T;26.6700
2147299;2147299_T;28.7500
ELS25-4394;ELS25-4394_T;51.5000
ELS28-2696;ELS28-2696_T;25.7500
ELS25-3256;ELS25-3256_T;20.6000
ELS27-0751;ELS27-0751_T;25.7500
STA0678R;STA0678R_T;8.3200
ELS25-1132;ELS25-1132_T;25.7500
KS01002333;KS01002333_T;533.3300
KS01001705;KS01001705_T;66.6700
ELS28-4774;ELS28-4774_T;20.6000
002-002-000278R;002-002-000278R_T;81.3700
24.3601-1723.5;24.3601-1723.5_T;82.5000
BHN600E;BHN600E_T;30.9000
BHT330E;BHT330E_T;30.9000
0986135135;0986135135_T;26.6700
TG7244952;CG7244952;102.6000
ELS15-1363;ELS15-1363_T;51.5000
ELS12-1285;ELS12-1285_T;103.0000
KS01000667;KS01000667_T;97.7800
ELS87-1351;ELS87-1351_T;38.5000
002-010-001525R;002-010-001525R_T;82.4000
BHN991E;BHN991E_T;30.9000
24.3481-1797.5;24.3481-1797.5_T;38.5000
RMD01010287;RMD01010287_T;100.0000
0986080130;098608013090;23.8400
0986473167;098647316790;27.6400
PA7719552;PA7719552_T;108.1500
ELS48-6618;ELS48-6618_T;103.0000
ELS25-4437;ELS25-4437_T;51.5000
214716;214716_T;28.7500
VAL440313;VAL440313_T;41.6200
003-001-004247R;003-001-004247R_T;170.9800
ELS12-0592;ELS12-0592_T;103.0000
ELS51-0875;ELS51-0875_T;54.5500
RMD01010054;RMD01010054_T;100.0000
2145134;2145134_T;28.7500
ELS25-4446;ELS25-4446_T;51.5000
2136233;2136233_T;28.7500
ELS25-1059;ELS25-1059_T;128.7500
0986048791;0986048791_T;88.8900
002-002-000038R;002-002-000038R_T;112.2700
BHN1177E;BHN1177E_T;30.9000
003-002-001377R;003-002-001377R_T;156.5600
ELS82-1522;ELS82-1522_T;38.5000
ELS45-1403;ELS45-1403_T;51.5000
098644D119;098644D119_T;177.7800
002-010-001485R;002-010-001485R_T;56.6500
BHW231E;BHW231E_T;30.9000
VAL437615;VAL437615_T;83.2300
ELS28-3783WP;ELS28-3783WP_T;103.0000
RMD01020015;RMD01020015_T;300.0000
KS01000538;KS01000538_T;97.7800
2132137;2132137_T;28.7500
ELS25-4110;ELS25-4110_T;41.2000
ELS25-1082;ELS25-1082_T;30.9000
VAL458179;VAL458179_T;41.6200
0986435390;0986435390_T;44.4400
ELS28-4961;ELS28-4961_T;103.0000
002-002-000063R;002-002-000063R_T;112.2700
BHQ103E;BHQ103E_T;5.1500
VAL458807;VAL458807_T;41.6200
RMD01010096;RMD01010096_T;100.0000
0986474054;0986474054_T;26.6700
0986044701;0986044701_T;44.4400
ELS25-4344;ELS25-4344_T;41.2000
002-003-002088R;002-003-002088R_T;66.9500
0986435181;0986435181_T;44.4400
BHQ331E;BHQ331E_T;30.9000
002-003-001580R;002-003-001580R_T;66.9500
BHW1059E;BHW1059E_T;5.1500
BHN1147E;BHN1147E_T;30.9000
ELS15-0070;04-00004-C;11.4000
ELS11-0338;03-00020-C;194.9400
212623;212623_T;28.7500
ELS82-0050;ELS82-0050_T;38.5000
ELS73-0152;ELS73-0152_T;25.7500
ELS28-2718;ELS28-2718_T;77.2500
BHN599E;BHN599E_T;30.9000
0986032340;0986032340_T;44.4400
0986134250;0986134250_T;40.0000
0986135043;0986135043_T;26.6700
0986135248;0986135248_T;40.0000
002-001-000220R;002-001-000220R_T;198.0000
0986049320;0986049320_T;88.8900
ELS11-0182;03-00507-C;194.9400
VAL458172;VAL458172_T;44.6700
ELS25-1332;ELS25-1332_T;41.2000
24.3387-7089.5;24.3387-7089.5_T;38.5000
BHW764E;BHW764E_T;5.1500
VAL458781;VAL458781_T;41.6200
ELS28-4730;ELS28-4730_T;103.0000
0986038851;0986038851_T;22.2200
24.3381-8504.5;24.3381-8504.5_T;16.5000
BHT721E;BHT721E_T;5.1500
003-001-004374R;003-001-004374R_T;170.9800
0986041320;0986041320_T;88.8900
0986082430;0986082430_T;44.4400
BHQ119E;BHQ119E_T;30.9000
BHX132E;BHX132E_T;5.1500
2145176;2145176_T;28.7500
ELS48-0985;ELS48-0985_T;25.7500
ELS25-2356;ELS25-2356_T;51.5000
0986035020;0986035020_T;44.4400
ELS25-2096;ELS25-2096_T;51.5000
ELS25-2153;ELS25-2153_T;51.5000
002-003-002007R;002-003-002007R_T;66.9500
ELS83-1919;ELS83-1919_T;33.0000
ELS87-2817;ELS87-2817_T;33.0000
ELS82-0067;ELSTOCKREG30;35.4000
0986474161;098647416190;27.6400
0986473657;098647365790;13.8200
ELS48-0666;ELS48-0666_T;10.3000
0986134313;0986134313_T;40.0000
ELS86-2328;ELS86-2328_T;77.0000
GAT5V3150/815J8000/8;GAT5V3150/815J8000/8;1300.5800
2136199;2136199_T;28.7500
ELS86-1013_OUT01;ELS86-1013_T;33.0000
0986444086;098644408690;286.0600
ELS25-3027;ELS25-3027_T;103.0000
0986474215;0986474215_T;26.6700
ELS83-0213;ELS83-0213_T;33.0000
PA53039700149;PA53039700149_T;77.2500
KS01000408;KS01000408_T;155.5600
TT1720130020;CT1720130020;102.6000
TG7306402;CG7306402;68.4000
TM4913505850;CM4913505850;119.7000
002-002-001120R;002-002-001120R_T;101.9700
BHP166E;BHP166E_T;30.9000
ELS83-0608-1;ELS83-0608-1_T;33.0000
ELS19-0338;04-00339-C;114.0000
003-001-000078R;003-001-000078R_T;93.0000
ELS25-3160;ELS25-3160_T;103.0000
KS01000699;KS01000699_T;97.7800
BHX590E;BHX590E_T;5.1500
213371;213371_T;28.7500
213579;213579_T;28.7500
ELS28-1944;ELS28-1944_T;61.8000
ELS25-3227;ELS25-3227_T;103.0000
ELS27-0970;ELS27-0970_T;10.3000
ELS28-5920;ELS28-5920_T;51.5000
STA0092R;STA0092R_T;8.3200
002-003-000078R;002-003-000078R_T;183.0000
0986045721;0986045721_T;22.2200
002-003-001696R;002-003-001696R_T;62.8300
ELS82-0103;ELS82-0103_T;33.0000
ELS28-5743;ELS28-5743_T;51.5000
213497;213497_T;28.7500
PA7029893;PA7029893_T;48.4100
ELS28-2729;ELS28-2729_T;51.5000
KS01001545;KS01001545_T;66.6700
ELS87-0018;ELS87-0018_T;24.2000
STA0556R;STA0556R_T;8.3200
